Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
NCG07,13.375206117021275,Low Fat,0.052247806,Household,190.853,1985,Medium,Tier 3,Supermarket Type3,4554.072,39
FDB52,17.75,Low Fat,0.030559583,Dairy,257.4672,2009,Medium,Tier 3,Supermarket Type2,3835.008,15
FDH14,17.1,Regular,0.046903482,Canned,142.0838,2002,Small,Tier 2,Supermarket Type1,2528.7084,22
NCY17,18.2,Low Fat,0.163096139,Health and Hygiene,43.0086,1997,Small,Tier 1,Supermarket Type1,758.3462,27
FDX31,20.35,Regular,0.06072282399802762,Fruits and Vegetables,234.4958,2002,Small,Tier 2,Supermarket Type1,1402.1748,22
FDN12,15.6,Low Fat,0.081103929,Baking Goods,112.3544,1997,Small,Tier 1,Supermarket Type1,1006.6896,27
FDG56,13.3,Regular,0.071743629,Fruits and Vegetables,59.7536,2009,Medium,Tier 3,Supermarket Type2,918.804,15
FDP23,6.71,Low Fat,0.035731825,Breads,218.3166,2009,Medium,Tier 3,Supermarket Type2,5660.6316,15
FDC47,15.0,Low Fat,0.119131749,Snack Foods,226.9694,2002,Small,Tier 2,Supermarket Type1,6851.082,22
FDW25,12.33193820224719,Low Fat,0.037217847,Canned,86.8224,1985,Medium,Tier 3,Supermarket Type3,1448.7808,39
NCR42,9.105,Low Fat,0.038559926,Household,33.89,2002,Small,Tier 2,Supermarket Type1,99.87,22
DRO59,11.8,Low Fat,0.054238448,Hard Drinks,75.4012,1999,Medium,Tier 1,Supermarket Type1,986.7156,25
FDT60,12.0,Low Fat,0.075856062,Baking Goods,124.5388,2009,Medium,Tier 3,Supermarket Type2,1733.7432,15
FDE32,20.7,Low Fat,0.048957533,Fruits and Vegetables,37.8506,2009,Medium,Tier 3,Supermarket Type2,265.6542,15
FDF21,10.3,Regular,0.059160135,Fruits and Vegetables,191.553,2007,Small,Tier 2,Supermarket Type1,6641.355,17
FDX04,19.6,Regular,0.041536962,Frozen Foods,46.0376,1987,High,Tier 3,Supermarket Type1,527.3136,37
FDC22,6.89,Regular,0.06072282399802762,Snack Foods,193.482,1999,Medium,Tier 1,Supermarket Type1,2510.066,25
FDD39,16.7,Low Fat,0.070297175,Dairy,216.385,2002,Small,Tier 2,Supermarket Type1,3678.545,22
DRC36,13.0,Regular,0.044984874,Soft Drinks,175.0054,1997,Small,Tier 1,Supermarket Type1,1926.1594,27
DRE01,10.1,Low Fat,0.167155198,Soft Drinks,241.7512,1997,Small,Tier 1,Supermarket Type1,5331.7264,27
FDP37,15.6,Low Fat,0.142986863,Breakfast,130.3994,1987,High,Tier 3,Supermarket Type1,2826.9868,37
DRI01,7.97,Low Fat,0.06072282399802762,Soft Drinks,173.7422,2002,Small,Tier 2,Supermarket Type1,2759.0752,22
NCE19,13.375206117021275,Low Fat,0.162856593,Household,54.5956,1985,Small,Tier 1,Grocery Store,218.3824,39
NCS30,5.945,Low Fat,0.06072282399802762,Household,128.9652,2007,Small,Tier 2,Supermarket Type1,1808.3128,17
FDX31,20.35,Regular,0.014885998,Fruits and Vegetables,234.4958,2009,Medium,Tier 3,Supermarket Type2,3271.7412,15
FDH47,13.5,Regular,0.128816212,Starchy Foods,96.4068,1997,Small,Tier 1,Supermarket Type1,2527.3768,27
FDY11,6.71,Regular,0.029680868,Baking Goods,65.0142,2009,Medium,Tier 3,Supermarket Type2,856.8846,15
FDU23,12.15,Low Fat,0.036360676,Breads,166.0184,1998,Small,Tier 3,Grocery Store,330.2368,26
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,1987,High,Tier 3,Supermarket Type1,1458.102,37
FDP08,20.5,Regular,0.112316501,Fruits and Vegetables,193.9478,1987,High,Tier 3,Supermarket Type1,4456.1994,37
FDX19,19.1,Low Fat,0.096653315,Fruits and Vegetables,235.1958,1987,High,Tier 3,Supermarket Type1,4673.916,37
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2162,2007,Small,Tier 2,Supermarket Type1,1924.162,17
FDE29,8.905,Low Fat,0.143351652,Frozen Foods,62.0878,1999,Medium,Tier 1,Supermarket Type1,302.939,25
FDC14,14.5,Regular,0.041482394,Canned,40.0454,2007,Small,Tier 2,Supermarket Type1,209.727,17
FDV44,8.365,Regular,0.040069806,Fruits and Vegetables,190.7188,2007,Small,Tier 2,Supermarket Type1,1904.188,17
NCF43,8.51,Low Fat,0.052239735,Household,141.947,2007,Small,Tier 2,Supermarket Type1,2004.058,17
NCY42,6.38,Low Fat,0.015149955,Household,144.047,1987,High,Tier 3,Supermarket Type1,3149.234,37
NCZ06,13.375206117021275,Low Fat,0.09370568,Household,253.8698,1985,Medium,Tier 3,Supermarket Type3,3297.7074,39
FDB29,16.7,Regular,0.052401766,Frozen Foods,115.1176,2004,Small,Tier 2,Supermarket Type1,1488.7288,20
FDL28,10.0,Regular,0.063121982,Frozen Foods,231.7668,1987,High,Tier 3,Supermarket Type1,460.7336,37
FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.6448,2002,Small,Tier 2,Supermarket Type1,2897.5616,22
FDE44,14.65,Low Fat,0.171245426,Fruits and Vegetables,50.3692,1987,High,Tier 3,Supermarket Type1,591.2304,37
FDU33,12.999704684317718,Regular,0.134057426,Snack Foods,45.3402,1985,Medium,Tier 3,Supermarket Type3,918.804,39
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,163.8526,2007,Small,Tier 2,Supermarket Type1,1808.9786,17
NCC06,19.0,Low Fat,0.026986367,Household,127.1336,1997,Small,Tier 1,Supermarket Type1,2812.3392,27
FDO32,6.36,Low Fat,0.120543611,Fruits and Vegetables,45.806,1997,Small,Tier 1,Supermarket Type1,1165.15,27
FDU39,18.85,Low Fat,0.036037952,Meat,58.4562,1997,Small,Tier 1,Supermarket Type1,711.0744,27
NCK18,9.6,Low Fat,0.006725388,Household,165.9184,2009,Medium,Tier 3,Supermarket Type2,2972.1312,15
FDI26,5.94,Low Fat,0.034940979,Canned,177.3344,1999,Medium,Tier 1,Supermarket Type1,1605.9096,25
DRE37,13.5,Low Fat,0.094219593,Soft Drinks,189.9872,1997,Small,Tier 1,Supermarket Type1,1323.6104,27
NCN26,10.85,Low Fat,0.048004263,Household,117.5808,1998,Small,Tier 3,Grocery Store,351.5424,26
FDS16,15.15,Regular,0.066164431,Frozen Foods,147.376,2004,Small,Tier 2,Supermarket Type1,2197.14,20
FDE40,15.6,Regular,0.06101449825,Dairy,62.4194,2009,Medium,Tier 3,Supermarket Type2,804.9522,15
FDP03,5.15,Regular,0.06072282399802762,Meat,122.9388,2007,Small,Tier 2,Supermarket Type1,2105.2596,17
FDA27,20.35,Regular,0.030975716,Dairy,253.9672,1999,Medium,Tier 1,Supermarket Type1,3068.0064,25
FDJ12,8.895,Regular,0.039101813,Baking Goods,208.8296,1999,Medium,Tier 1,Supermarket Type1,5400.9696,25
FDT03,21.25,Low Fat,0.010039493,Meat,181.7608,2009,Medium,Tier 3,Supermarket Type2,1102.5648,15
FDF50,4.905,Low Fat,0.117308165,Canned,195.7768,2004,Small,Tier 2,Supermarket Type1,2956.152,20
FDC51,10.895,Regular,0.009641375,Dairy,124.173,2002,Small,Tier 2,Supermarket Type1,1601.249,22
NCL55,13.818382352941176,Low Fat,0.113212516,Others,254.604,1985,Small,Tier 1,Grocery Store,759.012,39
FDZ23,17.75,Regular,0.067490036,Baking Goods,185.224,2004,Small,Tier 2,Supermarket Type1,6338.416,20
FDW24,6.8,Low Fat,0.037573095,Baking Goods,50.2034,2002,Small,Tier 2,Supermarket Type1,1166.4816,22
FDH21,10.395,Low Fat,0.031219108,Seafood,156.9604,2004,Small,Tier 2,Supermarket Type1,4595.3516,20
NCQ41,14.8,Low Fat,0.032606181,Health and Hygiene,193.5794,1998,Small,Tier 3,Grocery Store,390.1588,26
FDH48,13.5,Low Fat,0.06101449825,Baking Goods,84.554,2009,Medium,Tier 3,Supermarket Type2,778.986,15
FDX11,16.0,Regular,0.106731895,Baking Goods,183.6634,2004,Small,Tier 2,Supermarket Type1,2544.6876,20
FDK33,17.85,Low Fat,0.0112259,Snack Foods,211.956,1987,High,Tier 3,Supermarket Type1,4474.176,37
FDV36,18.7,Low Fat,0.026355345,Baking Goods,127.102,2002,Small,Tier 2,Supermarket Type1,3289.052,22
NCW41,18.0,Low Fat,0.01548171,Health and Hygiene,159.3604,2002,Small,Tier 2,Supermarket Type1,2059.9852,22
FDU32,13.22266369047619,Low Fat,0.045465958,Fruits and Vegetables,120.8414,1985,Small,Tier 1,Grocery Store,852.8898,39
FDE36,5.26,Regular,0.041857101,Baking Goods,162.7868,2002,Small,Tier 2,Supermarket Type1,4258.4568,22
FDO27,6.175,Regular,0.06072282399802762,Meat,94.9752,2002,Small,Tier 2,Supermarket Type1,1534.0032,22
FDW27,5.86,Regular,0.151159243,Meat,156.6314,2002,Small,Tier 2,Supermarket Type1,3257.7594,22
FDJ48,12.296461100569259,Low Fat,0.056161529,Baking Goods,246.9118,1985,Medium,Tier 3,Supermarket Type3,5681.2714,39
FDR11,10.5,Regular,0.142419608,Breads,161.1578,1987,High,Tier 3,Supermarket Type1,1765.0358,37
FDV07,9.5,Low Fat,0.031410378,Fruits and Vegetables,110.3228,2009,Medium,Tier 3,Supermarket Type2,2763.07,15
FDO50,12.33193820224719,Low Fat,0.077790204,Canned,93.0804,1985,Medium,Tier 3,Supermarket Type3,2940.1728,39
FDN04,11.8,Regular,0.014166739,Frozen Foods,178.2344,2007,Small,Tier 2,Supermarket Type1,2854.9504,17
FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.8592,2002,Small,Tier 2,Supermarket Type1,1238.388,22
FDD05,19.35,Low Fat,0.016679143,Frozen Foods,119.3098,2009,Medium,Tier 3,Supermarket Type2,1928.1568,15
FDV60,20.2,Regular,0.117339056,Baking Goods,195.011,2004,Small,Tier 2,Supermarket Type1,2749.754,20
NCG30,20.2,Low Fat,0.112227747,Household,123.5046,1987,High,Tier 3,Supermarket Type1,2739.1012,37
FDX37,12.33193820224719,Low Fat,0.062724117,Canned,100.57,1985,Medium,Tier 3,Supermarket Type3,5093.37,39
FDW24,6.8,Low Fat,0.037555348,Baking Goods,49.6034,1999,Medium,Tier 1,Supermarket Type1,972.068,25
DRM48,11.861774193548387,Low Fat,0.112349962,Soft Drinks,39.1848,1985,Medium,Tier 3,Supermarket Type3,559.272,39
FDF46,12.999704684317718,Low Fat,0.093217569,Snack Foods,116.7834,1985,Medium,Tier 3,Supermarket Type3,4952.8862,39
NCY54,8.43,Low Fat,0.177661246,Household,170.5422,2004,Small,Tier 2,Supermarket Type1,3621.2862,20
FDS35,9.3,Low Fat,0.11184963,Breads,64.6826,2007,Small,Tier 2,Supermarket Type1,774.9912,17
FDB04,11.35,Regular,0.06321435,Dairy,88.3856,2004,Small,Tier 2,Supermarket Type1,1318.284,20
NCK05,20.1,Low Fat,0.077892365,Health and Hygiene,59.3536,2007,Small,Tier 2,Supermarket Type1,918.804,17
FDT46,11.35,Low Fat,0.051564827,Snack Foods,49.0008,1998,Small,Tier 3,Grocery Store,101.2016,26
FDP52,12.870898876404494,Regular,0.070349402,Frozen Foods,228.601,1985,Medium,Tier 3,Supermarket Type3,7350.432,39
NCR17,9.8,Low Fat,0.024521239,Health and Hygiene,117.5492,2007,Small,Tier 2,Supermarket Type1,1390.1904,17
NCN54,20.35,Low Fat,0.021447102,Household,76.3328,2007,Small,Tier 2,Supermarket Type1,1312.9576,17
FDX12,18.2,Regular,0.026059557,Baking Goods,241.2196,2004,Small,Tier 2,Supermarket Type1,6507.5292,20
DRL23,18.35,Low Fat,0.015301418,Hard Drinks,105.2938,2004,Small,Tier 2,Supermarket Type1,2036.6822,20
DRN47,12.1,Low Fat,0.06072282399802762,Hard Drinks,179.866,2002,Small,Tier 2,Supermarket Type1,3595.32,22
FDM25,10.695,Regular,0.060615254,Breakfast,174.0712,1987,High,Tier 3,Supermarket Type1,2460.7968,37
FDF52,12.870898876404494,Low Fat,0.066459891,Frozen Foods,184.2292,1985,Medium,Tier 3,Supermarket Type3,4560.73,39
FDU21,11.8,Regular,0.076876046,Snack Foods,33.1558,2002,Small,Tier 2,Supermarket Type1,543.2928,22
FDI15,13.8,Low Fat,0.14215211,Dairy,263.5884,2007,Small,Tier 2,Supermarket Type1,2384.8956,17
FDJ09,15.0,Low Fat,0.058632705,Snack Foods,46.4744,2009,Medium,Tier 3,Supermarket Type2,543.2928,15
FDW03,5.63,Regular,0.024541277,Meat,105.1306,1997,Small,Tier 1,Supermarket Type1,3135.918,27
FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,124.3072,1999,Medium,Tier 1,Supermarket Type1,2695.1584,25
FDU39,18.85,Low Fat,0.036241797,Meat,57.3562,2007,Small,Tier 2,Supermarket Type1,1007.3554,17
FDI60,7.22,Regular,0.038398937,Baking Goods,61.951,2002,Small,Tier 2,Supermarket Type1,1518.024,22
FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.656,2002,Small,Tier 2,Supermarket Type1,2556.672,22
FDN01,8.895,Low Fat,0.072511335,Breakfast,177.437,1999,Medium,Tier 1,Supermarket Type1,3528.74,25
FDV38,19.25,Low Fat,0.101689151,Dairy,54.6956,1987,High,Tier 3,Supermarket Type1,163.7868,37
NCV06,11.3,Low Fat,0.066625843,Household,194.2478,1987,High,Tier 3,Supermarket Type1,2712.4692,37
FDQ34,10.85,Low Fat,0.162242617,Snack Foods,107.8622,1997,Small,Tier 1,Supermarket Type1,1058.622,27
DRK37,5.0,Low Fat,0.06072282399802762,Soft Drinks,189.853,2002,Small,Tier 2,Supermarket Type1,4933.578,22
NCY53,20.0,Low Fat,0.06072282399802762,Health and Hygiene,110.2544,1987,High,Tier 3,Supermarket Type1,1454.1072,37
FDD53,12.870898876404494,Low Fat,0.044008347,Frozen Foods,43.7454,1985,Medium,Tier 3,Supermarket Type3,671.1264,39
FDV49,10.0,Low Fat,0.025867353,Canned,264.6226,1999,Medium,Tier 1,Supermarket Type1,4757.8068,25
FDY36,12.296461100569259,Low Fat,0.016476619,Baking Goods,74.338,1985,Small,Tier 1,Grocery Store,146.476,39
FDH34,8.63,Low Fat,0.031095246,Snack Foods,185.7582,1997,Small,Tier 1,Supermarket Type1,3529.4058,27
NCD07,9.1,Low Fat,0.06072282399802762,Household,115.4518,2007,Small,Tier 2,Supermarket Type1,2390.8878,17
FDB51,6.92,Low Fat,0.038422076,Dairy,62.5852,1987,High,Tier 3,Supermarket Type1,438.0964,37
NCH42,6.86,Low Fat,0.061155983,Household,228.401,1998,Small,Tier 3,Grocery Store,229.701,26
NCI31,20.0,Low Fat,0.08131178,Others,37.819,2004,Small,Tier 2,Supermarket Type1,439.428,20
FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,2004,Small,Tier 2,Supermarket Type1,2529.3742,20
FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.7454,2007,Small,Tier 2,Supermarket Type1,209.727,17
FDJ45,17.75,Low Fat,0.073709686,Seafood,35.1216,2009,Medium,Tier 3,Supermarket Type2,415.4592,15
FDJ38,8.6,Regular,0.040432954,Canned,191.653,2007,Small,Tier 2,Supermarket Type1,3795.06,17
NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.4384,2009,Medium,Tier 3,Supermarket Type2,1970.768,15
FDW24,6.8,Low Fat,0.062762374,Baking Goods,50.4034,1998,Small,Tier 3,Grocery Store,48.6034,26
FDN34,12.999704684317718,Regular,0.045542628,Snack Foods,170.7132,1985,Medium,Tier 3,Supermarket Type3,4904.2828,39
FDH46,6.935,Regular,0.041346469,Snack Foods,103.1332,1999,Medium,Tier 1,Supermarket Type1,820.2656,25
FDW39,6.69,Regular,0.036903419,Meat,175.137,2004,Small,Tier 2,Supermarket Type1,1235.059,20
DRK59,11.409116022099449,Low Fat,0.075084457,Hard Drinks,233.9616,1985,Medium,Tier 3,Supermarket Type3,4452.8704,39
FDU25,12.35,Low Fat,0.026735372,Canned,57.4246,2002,Small,Tier 2,Supermarket Type1,810.9444,22
FDC44,15.6,Low Fat,0.172453254,Fruits and Vegetables,115.1518,1987,High,Tier 3,Supermarket Type1,683.1108,37
FDG17,12.870898876404494,Regular,0.035666655,Frozen Foods,246.2486,1985,Medium,Tier 3,Supermarket Type3,8063.5038,39
FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,1997,Small,Tier 1,Supermarket Type1,2451.4756,27
FDK08,9.195,Regular,0.122202946,Fruits and Vegetables,100.1016,1987,High,Tier 3,Supermarket Type1,1619.2256,37
FDW36,11.15,Low Fat,0.056921876,Baking Goods,107.1622,2004,Small,Tier 2,Supermarket Type1,423.4488,20
FDL39,16.1,Regular,0.063319379,Dairy,180.9318,2004,Small,Tier 2,Supermarket Type1,1984.7498,20
FDS13,6.465,Low Fat,0.124402507,Canned,266.1884,1987,High,Tier 3,Supermarket Type1,5299.768,37
FDO57,20.75,Low Fat,0.108879177,Snack Foods,161.5578,1999,Medium,Tier 1,Supermarket Type1,320.9156,25
FDS37,7.655,Low Fat,0.032125561,Canned,115.7492,2007,Small,Tier 2,Supermarket Type1,2548.6824,17
FDV26,20.25,Regular,0.076097073,Dairy,193.5794,1987,High,Tier 3,Supermarket Type1,1950.794,37
FDJ22,18.75,Low Fat,0.052766297,Snack Foods,189.7504,1987,High,Tier 3,Supermarket Type1,2492.7552,37
FDC16,11.5,Regular,0.020601791,Dairy,86.054,1999,Medium,Tier 1,Supermarket Type1,1038.648,25
NCH42,13.375206117021275,Low Fat,0.036360386,Household,231.601,1985,Medium,Tier 3,Supermarket Type3,7580.133,39
FDD46,12.999704684317718,Low Fat,0.140571971,Snack Foods,154.7998,1985,Medium,Tier 3,Supermarket Type3,3383.5956,39
FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,2004,Small,Tier 2,Supermarket Type1,1837.608,20
FDR34,17.0,Regular,0.015997687,Snack Foods,229.1352,2002,Small,Tier 2,Supermarket Type1,4580.704,22
FDQ10,12.999704684317718,Low Fat,0.033018559,Snack Foods,170.4422,1985,Medium,Tier 3,Supermarket Type3,5000.8238,39
DRI03,6.03,Low Fat,0.022703693,Dairy,177.9028,1997,Small,Tier 1,Supermarket Type1,4781.7756,27
FDB58,12.999704684317718,Regular,0.013431109,Snack Foods,143.7154,1985,Medium,Tier 3,Supermarket Type3,4821.7236,39
FDQ03,15.0,Regular,0.06072282399802762,Meat,235.6248,1999,Medium,Tier 1,Supermarket Type1,1896.1984,25
DRD27,18.75,Low Fat,0.023876985,Dairy,97.4042,1999,Medium,Tier 1,Supermarket Type1,2281.6966,25
FDK33,17.85,Low Fat,0.011281018,Snack Foods,213.756,2009,Medium,Tier 3,Supermarket Type2,3408.896,15
DRL23,18.35,Low Fat,0.015328106,Hard Drinks,107.5938,1999,Medium,Tier 1,Supermarket Type1,1822.2946,25
FDW32,18.35,Regular,0.094488071,Fruits and Vegetables,87.1882,2002,Small,Tier 2,Supermarket Type1,515.3292,22
NCL05,19.6,Low Fat,0.047897663,Health and Hygiene,44.677,1997,Small,Tier 1,Supermarket Type1,173.108,27
DRB01,11.861774193548387,Low Fat,0.081841136,Soft Drinks,190.053,1985,Medium,Tier 3,Supermarket Type3,569.259,39
NCL06,14.65,Low Fat,0.072212787,Household,260.9594,2002,Small,Tier 2,Supermarket Type1,2878.2534,22
FDH10,21.0,Low Fat,0.049505857,Snack Foods,195.3478,2009,Medium,Tier 3,Supermarket Type2,1162.4868,15
NCO14,9.6,Low Fat,0.02981155,Household,45.2086,2007,Small,Tier 2,Supermarket Type1,669.129,17
FDV03,17.6,Low Fat,0.058181585,Meat,154.4314,1999,Medium,Tier 1,Supermarket Type1,2326.971,25
FDW52,14.0,Regular,0.037734782,Frozen Foods,166.4526,2007,Small,Tier 2,Supermarket Type1,4769.1254,17
NCZ30,6.59,Low Fat,0.06072282399802762,Household,119.1098,2007,Small,Tier 2,Supermarket Type1,964.0784,17
FDY35,17.6,Regular,0.026827052,Breads,47.8402,1998,Small,Tier 3,Grocery Store,91.8804,26
FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,1997,Small,Tier 1,Supermarket Type1,2277.036,27
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,2004,Small,Tier 2,Supermarket Type1,2570.6538,20
NCJ05,18.7,Low Fat,0.046159928,Health and Hygiene,152.3682,1999,Medium,Tier 1,Supermarket Type1,1677.1502,25
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,2007,Small,Tier 2,Supermarket Type1,4334.358,17
FDZ04,9.31,Low Fat,0.038014104,Frozen Foods,62.351,1999,Medium,Tier 1,Supermarket Type1,822.263,25
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,2004,Small,Tier 2,Supermarket Type1,1569.9564,20
FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,2007,Small,Tier 2,Supermarket Type1,4233.1564,17
FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.0084,2009,Medium,Tier 3,Supermarket Type2,1984.084,15
FDY15,18.25,Regular,0.171174491,Dairy,156.463,2002,Small,Tier 2,Supermarket Type1,938.778,22
DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,2007,Small,Tier 2,Supermarket Type1,2490.092,17
FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,2004,Small,Tier 2,Supermarket Type1,2010.716,20
FDZ14,13.442754010695188,Regular,0.047358246,Dairy,123.1756,1985,Medium,Tier 3,Supermarket Type3,3998.7948,39
FDM09,11.15,Regular,0.086105815,Snack Foods,167.879,2002,Small,Tier 2,Supermarket Type1,2886.243,22
FDK43,9.8,Low Fat,0.026882496,Meat,126.302,1999,Medium,Tier 1,Supermarket Type1,3036.048,25
FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5002,2009,Medium,Tier 3,Supermarket Type2,5552.1062,15
FDR35,11.36758620689655,Low Fat,0.020597493,Breads,200.0742,1985,Medium,Tier 3,Supermarket Type3,8958.339,39
FDT58,12.999704684317718,Low Fat,0.085538477,Snack Foods,169.2816,1985,Medium,Tier 3,Supermarket Type3,3523.4136,39
FDS57,15.5,Low Fat,0.06072282399802762,Snack Foods,141.547,2007,Small,Tier 2,Supermarket Type1,3006.087,17
FDF10,15.5,Regular,0.06101449825,Snack Foods,147.2418,2009,Medium,Tier 3,Supermarket Type2,1324.2762,15
FDP03,5.15,Regular,0.10239789,Meat,122.1388,1998,Small,Tier 3,Grocery Store,495.3552,26
FDT04,17.25,Low Fat,0.08340055660489883,Frozen Foods,37.5822,1998,Small,Tier 3,Grocery Store,196.411,26
NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.3162,1987,High,Tier 3,Supermarket Type1,1346.9134,37
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,1998,Small,Tier 3,Grocery Store,78.5644,26
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,2004,Small,Tier 2,Supermarket Type1,2642.5602,20
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,2002,Small,Tier 2,Supermarket Type1,5267.8096,22
FDX56,13.22266369047619,Regular,0.129668578,Fruits and Vegetables,206.8638,1985,Small,Tier 1,Grocery Store,207.0638,39
FDT11,11.36758620689655,Regular,0.02923013,Breads,189.4556,1985,Medium,Tier 3,Supermarket Type3,3567.3564,39
NCC18,13.375206117021275,Low Fat,0.176411579,Household,173.2422,1985,Medium,Tier 3,Supermarket Type3,2069.3064,39
FDA32,14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7192,1998,Small,Tier 3,Grocery Store,862.8768,26
FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,2009,Medium,Tier 3,Supermarket Type2,770.3306,15
FDV27,12.791437125748503,Regular,0.070017381,Meat,89.3514,1985,Small,Tier 1,Grocery Store,177.1028,39
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,2002,Small,Tier 2,Supermarket Type1,3271.0754,22
NCZ42,10.5,Low Fat,0.011278535,Household,237.0248,1987,High,Tier 3,Supermarket Type1,5451.5704,37
FDO46,9.6,Regular,0.06072282399802762,Snack Foods,191.0872,2007,Small,Tier 2,Supermarket Type1,4349.0056,17
FDQ57,12.999704684317718,Low Fat,0.027812304,Snack Foods,147.476,1985,Medium,Tier 3,Supermarket Type3,3368.948,39
FDZ36,6.035,Regular,0.066051758,Baking Goods,187.724,2009,Medium,Tier 3,Supermarket Type2,2050.664,15
FDK38,6.65,Low Fat,0.053506996,Canned,150.0734,2009,Medium,Tier 3,Supermarket Type2,3563.3616,15
FDU51,12.791437125748503,Regular,0.096046304,Meat,178.7028,1985,Medium,Tier 3,Supermarket Type3,4604.6728,39
FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,1987,High,Tier 3,Supermarket Type1,1571.288,37
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,1999,Medium,Tier 1,Supermarket Type1,2988.1104,25
FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.879,1999,Medium,Tier 1,Supermarket Type1,4074.696,25
FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,1997,Small,Tier 1,Supermarket Type1,3109.9518,27
NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,2007,Small,Tier 2,Supermarket Type1,2281.6966,17
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,2007,Small,Tier 2,Supermarket Type1,3663.2316,17
FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,2002,Small,Tier 2,Supermarket Type1,3271.7412,22
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,2009,Medium,Tier 3,Supermarket Type2,1621.8888,15
